Teks,label
18-04-2020 11:51:07.Plg Yth sisa kuota Flash Anda 5.72MB. Download MyTelkomsel apps di http://tsel.me/tsel utk cek kuota&beli paket Flash atau hub *363#,2
18-05-2020 09:47:57.Plg Yth sisa kuota Flash Anda 68.07MB. Download MyTelkomsel apps di http://tsel.me/tsel utk cek kuota&beli paket Flash atau hub *363#,2
19-05-2020 00:05:09.Plg Yth sisa kuota Flash Anda 67.99MB. Download MyTelkomsel apps di http://tsel.me/tsel utk cek kuota&beli paket Flash atau hub *363#,2
1 User-ID untuk semua permainan yang tersedia di RGOPOKER http://103.10.200.52 / seperti C3m3 Big-Tw0 D0min0-QQ P0ker. Daftar sekarang juga Bossku !!,1
"2016-07-08 11:47:11.Plg Yth, sisa kuota Flash Anda 478KB. Download MyTelkomsel apps di http://tsel.me/tsel utk cek kuota&beli paket Flash atau hub *363#",2
"2016-08-07 11:29:47.Plg Yth, sisa kuota Flash Anda 7160KB. Download MyTelkomsel apps di http://tsel.me/tsel utk cek kuota&beli paket Flash atau hub *363#",2
2016/08/21 12:27:17 Anda telah terdaftar sebagai pelanggan TCASH full service. Tingkatkan saldo Anda dg isi saldo TCASH di merchant berlogo TCASH terdekat.,0
2016/08/21 12:27:32 PIN baru TCash anda adalah 605598. Silahkan menggunakan PIN baru anda untuk menikmati layanan TCash Telkomsel,0
2020 makin seru dgn aktifkan Paket Data 3GB/30hr + 1GB (FB IG YouTube) harga mulai 29rb. Beli di *363# atau MyTelkomsel. Raih kesempatan dpt pulsa 20K. SKB,2
21-04-2020 23:24:42.Plg Yth sisa kuota Flash Anda 99.98MB. Download MyTelkomsel apps di http://tsel.me/tsel utk cek kuota&beli paket Flash atau hub *363#,2
214 020 is your Instagram code,3
22-04-2020 00:30:40.Plg Yth sisa kuota Flash Anda 81.72MB. Download MyTelkomsel apps di http://tsel.me/tsel utk cek kuota&beli paket Flash atau hub *363#,2
22-04-2020 12:41:25.Plg Yth sisa kuota Flash Anda 9.98MB. Download MyTelkomsel apps di http://tsel.me/tsel utk cek kuota&beli paket Flash atau hub *363#,2
22nya mad. Aku bingung bkn laporannya ??,0
234 769 is your Instagram code,3
244 61,0
2.5 GB/30 hari hanya Rp 35 Ribu Spesial buat Anda yang terpilih. Aktifkan sekarang juga di *550*905#. Promo sd 30 Nov 2015.Buruan aktifkan sekarang. S&K,2
25rb bisa dapet 140 Diamond Free Fire / 90 Voucher AOV? Hanya hari ini jangan sampai kelewat! Kuy langsung beli di app DuniaGames! S&K tsel.me/DuniaGames_A2,2
26-03-2020 18:02:46.Plg Yth sisa kuota Flash Anda 99.98MB. Download MyTelkomsel apps di http://tsel.me/tsel utk cek kuota&beli paket Flash atau hub *363#,2
26-03-2020 18:12:43.Plg Yth sisa kuota Flash Anda 5.99MB. Download MyTelkomsel apps di http://tsel.me/tsel utk cek kuota&beli paket Flash atau hub *363#,2
27-11-2019 15:50:44.Plg Yth sisa kuota Flash Anda 99.99MB. Download MyTelkomsel apps di http://tsel.me/tsel utk cek kuota&beli paket Flash atau hub *363#,2
28-11-2019 06:01:35.Plg Yth sisa kuota Flash Anda 98.11MB. Download MyTelkomsel apps di http://tsel.me/tsel utk cek kuota&beli paket Flash atau hub *363#,2
29-11-2019 06:19:07.Plg Yth sisa kuota Flash Anda 14.67MB. Download MyTelkomsel apps di http://tsel.me/tsel utk cek kuota&beli paket Flash atau hub *363#,2
29-11-2019 12:40:16.Plg Yth sisa kuota Flash Anda 9.99MB. Download MyTelkomsel apps di http://tsel.me/tsel utk cek kuota&beli paket Flash atau hub *363#,2
31-10-2019 00:11:08.Plg Yth sisa kuota Flash Anda 99.99MB. Download MyTelkomsel apps di http://tsel.me/tsel utk cek kuota&beli paket Flash atau hub *363#,2
31-10-2019 00:24:55.Plg Yth sisa kuota Flash Anda 9.99MB. Download MyTelkomsel apps di http://tsel.me/tsel utk cek kuota&beli paket Flash atau hub *363#,2
320572 is your Yahoo verification code,3
334651 is your Yahoo verification code,3
35861 is your Yahoo verification code,3
3 HARI lagi kartu XL Anda akan masuk MASA TENGGANG. Segera ISI ULANG PULSA di outlet/ATM terdekat. Abaikan pesan ini jika sudah isi pulsa. Info chat xl.co.id,2
3 RAMADHAN Selamat Anda Pemenang Rp.100jt. PIN CODE 7Y7R8K9Z Info: www.hadiah-3ramadhan.blogspot.com   ,1
403-737 adalah kode verifikasi anda. Untuk membuka Halodoc klik https://halodoc.onelink.me/cQvV/636c3822 +ruRiTkkeqA,3
408-509 adalah kode verifikasi anda. Untuk membuka Halodoc klik https://halodoc.onelink.me/cQvV/636c3822 +ruRiTkkeqA,3
438692 adalah kode verifikasi Anda kode ini bersifat rahasia jangan bagikan pada siapapun.,3
444470 is your Amazon OTP. Do not share it with anyone.,3
4.5GB/30 hari hanya Rp 55 Ribu Spesial buat anda yang terpilih. Aktifkan sekarang juga di *550*907# Buruan..! SKB,2
47196 is your Yahoo verification code,3
4G Ceria 20GB (3GB all net + 17GB 4G)+30min cuma Rp 6rb? MURAH BGT. Aktifkan paketnya dg Balas Com2d ke SMS ini atau di tsel.me/hotoffers dan *363*200#,2
502045,3
52-68,0
531805 adalah kode verifikasi Yahoo Anda,3
<#> 536282 is your Help validation code. InkWuzxivFa,3
5788 adalah kode verifikasi Blibli.com untuk akun Anda. Masukkan kode tersebut sebelum 16:27 WIB.,3
5GB hanya Rp10 (berlaku 2 hari) untuk Anda jika beli Ekstra Kuota Bulanan (varian 10/20/40GB) dgn klik tsel.me/lpek30 atau akses *363*3#. Periode terbatas SKB,2
5 HARI LAGI ! EKSTRA Pulsa 50rb dg beli paket internet bulanan di MyTelkomsel utk pembelian pertama sjk 25Aug-25Sept. Cek detail promo di tsel.me/mytsel1,2
6281298882888 purchase Kuota Keluarga and shared qouta data to you.,2
670339 adalah kode OTP anda untuk Aplikasi Ancol. Jangan beritahu kode ini ke pihak manapun.,3
694622 is your Yahoo verification code,3
735 371 is your Instagram code,3
746557 is your Amazon OTP. Do not share it with anyone.,3
75% krn tangan menyentuh droplet penderita(+)memegang matahidungmulut. 25% krn hirup partikel dr batukbersin penderita(+) shg gunakan masker di tempat umum,0
75% krn tangan menyentuh droplet penderita(+)memegang matahidungmulut. 25% krn hirup partikel dr batukbersin penderita(+) shg gunakan masker di tempat umum,2
75RB dpt Kuota 15-16GB +300min utk 30hr & temukan berbagai harga Combo Sakti yg cocok utkmu! Beli di *363# MyTelkomsel App Outlet atau di tsel.me/combo1 skrg!,2
75RB dpt Kuota 17GB +300min +UNLIMITED WA FB IG Line Music&Games utk 30hr! Ayo beli Combo Sakti di *363# MyTelkomsel App Outlet atau di tsel.me/combo1 skrg jg!,2
774 710 is your Instagram code,3
842722 This Account verification code is valid for 1 day.,3
<#> 856 130 is your Instagram confirmation code. SIYRxKrru1t,3
91367 adalah kode konfirmasi Facebook Lite Anda,3
9588 adalah kode verifikasi Blibli.com untuk akun Anda. Masukkan kode tersebut sebelum 16:48 WIB.,3
9th AnniveDisc 50%Facial MesoOxy Disc 40%Facial & Laser.Tkr SMS ini di INASA CLC jl.Boulevard Timur 38B Klp Gading.082211310963 bit.ly/INASA .SKB.Promo*606#,2
"aamiin, makasih semuanya moga cepat lulus juga",0
Aamiin. Makasih semuanya..semoga teman2 cepat nyusul dan semoga segala urusannya diberikan kelancaran oleh Allah.aamiin,0
Abis maghrib yaa,0
Account: 014303 is your  account verification code.,3
Account: 258362 is your Samsung account verification code.,3
Activation successful. Your continued use is deemed acceptance of the M Card T&Cs @ www.m1.com.sg/mcardtnc. Your SIM is activated with 100GB Local Data 500mins Local Call 100 Local SMS & 20mins IDD. Dial #100*1*1# to check bal & expiry.,2
Ada 250K voucher MyAds untukmu! Kamu bisa promosiin usahamu dgn BEBAS. Cek 99% Usahaku skrg tsel.me/sms99 Gunakan kode referral 99MYADS dpt 2GB Rp10. SKB,2
Ada 5 GB buat kamu yang join ROLi sekarang Cuma buat 10 org beruntung setiap harinya SKB Klik http://tsel.me/ROLi_ALL Info http://tsel.me/r5gbnew,2
Ada 5 GB buat kamu yang join ROLi sekarang Cuma buat 10 org beruntung setiap harinya SKB Klik http://tsel.me/ROLi_ALL Info tsel.me/r5gb,2
Ada belakang warkop deket indomaret gerum 500/bulan,0
Ada di bip yang studio fotonya gitu,0
Ada diruangan nya tadi,0
Ada hadiah pulsa 1 juta nih untuk kamu setiap minggu ada hadiah dari Undi-Undi Hepi cuma tukar 1 POIN. Akses tsel.me/undihepi. SKB,2
Ada internet min alamatnya dmn?,0
"Ada iRing dgn tarif Rp. 0,1/7hr (perpanjangan Rp. 3190/7hr) dari hits Armada - Pencuri Hati. Tekan *808*3*1*4*1# lalu OK/Call. Info: 100&111",2
Ada kuota data hingga 600 MB buat kamu internetan. Install dan aktifkan lock screen ads ROLi sekarang di http://tsel.me/ROLi_4,2
"Ada mba, harganya 1,6jt/bln. Fasilitasnya air hangat, kamar mandi dalam, tv, tv kabel, wifi, meja, tempat tdr, dan lemari.",0
"Ada nama1 . Tpi gatau msh berfungsi atau engga, udh lama ga dipake sih",0
Ada nya instagram,0
Ada orang mengatakan virus corona tidak nyata. Jangan pedulikan tetap semangat kerja dengan jaga jarak pakai masker dan cuci tangan pakai sabun. Covid19.go.id,2
Ada perasaan nyesel gt sedikit. Waktu kuliah. Asa ga merhatin. Ga ngerangkul semua. Aku pribadi hmm,0
Ada pertanyaan atau keluhan dengan kartu XL-mu? Sekarang kamu bisa chat senyaman nelpon dengan Maya CS Digital XL di Livechat : www.xl.co.id BR126A,2
Ada pertanyaan atau keluhan dengan kartu XL-mu? Sekarang kamu bisa chat senyaman nelpon dengan Maya CS Digital XL di Livechat : www.xl.co.id BR126B,2
Ada pertanyaan atau keluhan dengan kartu XL-mu? Sekarang kamu bisa chat senyaman nelpon dengan Maya CS Digital XL di Livechat : www.xl.co.id BR128B,2
Adaptasi kebiasaan baru dengan aktifkan Paket KRINGKRING Nelpon Sepuasnya di *888*369# atau konter pulsa terdekat. Tetap jaga jarak yaa. SKB,2
Ada saldo LinkAja u/ kamu yang mengisi survey Badan Pusat Statistik (BPS) https://s.bps.go.id/wsn36. Yuk kapan lagi dapat reward & ikut berkontribusi ke negara!,2
Ada semua di panduan pla..dishare di grup ini dan fb,0
"Ada sih yg nikah muda tp (keliatan) bahagia, tp one of a million kayaknya kalo temen2 ku hmm",0
"Ada teh dikpad, ini kontaknya ####",0
Ada yang 400 rb yang kamar mandinya sama2 kalau yang ada kamar mandi di dalam kalau yang kecil 600 dan yang agak besar 700 rb,0
Ada yg lain kok ikan tahu tempe,0
"Ada yg nikah muda, ada yg gagal nikah, ada yg pacaran lama eh putus tapi alesannya karna terlalu sayang jd gak mau nyakitin (pret), ada yg jagain jodoh org, ada yg ah banyak lah wkwk",0
Ada yg tau ruangan pak daya yg di fpmipa b?,0
"Ada yg tdk bisa jam tertentu? Kemungkinan pagi jam 8, tapi nanti diumumkan.",0
Aduh aku ge ini pusing yg mau lamaran siapa yg nyari2 kebutuhan siapa,0
Agar terhindar dari penyebaran Covid19 : hindari kerumunan serta jarak orang dengan orang dimanapun berada harus lebih dari 1 meter.,2
Agen nama akan melakukan aktivasi add-on Upgrade Speed seharga Rp 400.432 di nomor IndiHome 432432. Klik https://tlkm.id/aD83 untuk berlangganan,0
Aigoo banyak banget chatnyaa aku baru liat hape hehehe,0
"Airnya asa kurang lancar, besok ku tanya papa yah,",0
Ajakin ke soekarno hatta aja nama1 . Makan di eatboss soekarno hatta wkwkw,0
Ajak para penjual memakai masker & jaga jarak saat melayani. Sampaikan: bertemu banyak orang berisiko tertular dan Anda tak ingin mereka tertular. Covid19.go.id,2
"[Akademik] Untuk perhatian tuk jadwal kontrak kuliah buat ang 2012 itu bukan sebenarny, kuliah ikut jadwal kur yg baru ang 2013 ato keatas 2014,2015,2016.. sehingga jadwal yg ada adalah jadwal bayangan tuk tujuan kontrak kuliah..Hal diatas ga berlaku tuk mk yg memang berjalan di ang kalian spt skripsi dan sidang..demikian harap diperhatikan..",0
Akhir bulan gada kuota? Yuk isi link berikut dan dapetin paket datanya. https://goo.gl/forms/0hJnA8mrGxw7b2Bu2,2
Akhir bulan harus tetap eksis loh! Internetan pake volume ultima 900MB/30hr. Hrga mulai Rp 35rb di *100*471#. Tarif&lokasi cek di tsel.me/fl,2
Akses Zoom Google Meet Rumah Belajar & Zenius lebih puas dgn Kuota Belajar hingga 20GB hanya 12ribu berlaku 7 hari. Dapatkan di *363*844# atau MyTelkomsel.SKB,2
Akses zoom Teams Ruang Guru & aplikasi lainnya dg PRIO Bekerja & Belajar HANYA 30rb (normal 50rb) dapat 50GB. Beli di myXL Postpaid skrng. BB006A,2
Aktfkan INTERNET BULANAN KUOTA BESAR TELKOMSEL.Kuota hingga 52GB harga mulai 40rb. Hub: *363# |outlet | tsel.me/1 .Streaming jadi lancar & nyaman.,2
Aktifitas lebih lancar dgn Kuota Besar PRIORITAS! Upgrade ke myPRIO Gold DISKON 15% jadi Rp127.500 (normal 150rb). Aktifkan di myXL Postpaid atau *123#. UP085A,2
Aktifkan Bonus Disney+ Hotstar 1 Bulan kamu di tsel.me/bonusdisney atau di *465*98# (SKB). Abaikan jika sdh aktif,2
Aktifkan Combo Sakti 15GB/30hari+300 menit400 SMS (On Net) mulai 75rb di *363#/MyTsel/Outlet dan tsel.me/combo1 Nikmati #dirumahaja dg jaringan kuat Telkomsel. SKB,2
Aktifkan COMBO SAKTI SPECIAL  15GB & tlp 300mnt Tsel cuma Rp 75rb/ 30hr. Aktifkan di *363# . Raih kesempatan dapat pulsa 100K. Info: tsel.me/monas,2
"Aktifkan iRing Coboy Jr - Terhebat. Tekan *808*7#. Info: 100&111 Ada hits terbaru dari NOAH - Jika Engkau. Aktifkan iRing nya di HP kamu. Ketik MG NOAH02 kirim ke 808 Info: 100&111 Berkah iRing Rp 1000 dr Yuni Shara - Akhirnya. Aktifkan iRing nya, Tkn *808*1*2*3# lalu Ok/Call. Raih THR PuluhanJt!. Berhenti: Unreg ke 808",2
Aktifkan #KuotaKeluarga hingga 90GB di MyTelkomsel sekarang dan dapatkan bebas telp dan SMS sepuasnya ke sesama anggota.Klik tsel.me/fstkk,2
Aktifkan paket COMBO SAKTI 15GB+300min tlp Cuma Rp75rb/30hr agar Kerja & belajar #DiRumahAja ttp lancar juga berpeluang dpt pulsa 100rb. Klik: tsel.me/sakti15,2
Aktifkan paket COMBO SAKTI skrg via *363#/outlet/myTsel dan bisa ikut kesemptan menang HP & motor NMAX dgn tukar 1 POIN. Info: bit.ly/ps_A1,2
Aktifkan paket INTERNET HARIAN Kuota mulai 1GB harga Cuma 17rb/3hr. Beli di *363*47# | tsel.me/1 |outlet. Jadikan aktifitas #DiRumahAja makin seru.,2
Aktifkan Paket Nelpon TALKMANIA. Kuota nelpon  1700min sesama Telkomsel harga mulai 34rb/ 7hr.Hub *999# atau MyTsel.Info: tsel.me/pstbcr,2
Aktifkan Paket Nelpon TALKMANIA. Kuota nelpon  1700 min sesama Tsel Harga mulai 34rb/7hr & berpeluang dpt Motor. Hub *999# atau MyTsel. Info: tsel.me/pstbcr,2
Aktifkan Paket Sahur. Kuota Hingga 15GB harga mulai Rp 25rb. Hub: *363*11# |tsel.me/1 |outlet terdekat. Internetan Puas di Malam hari (00-07). SKB,2
Aktifkan PRIO Bekerja & Belajar utk akses zoom Ruang Guru & aplikasi lainnya HANYA 30Rb (normal 50Rb) dpt 50GB. Cek di myXL Postpaid. BB006B,2
Aktifkan PRIO Sehat nikmati GRATIS konsultasi + voucher senilai 25rb di Good Doctor GrabHealth HANYA 12rb. Cek di *123# atau myXL Postpaid. PS013A,2
Aktifkan PRIO Sehat nikmati GRATIS konsultasi & voucher senilai 25rb di Good Doctor GrabHealth hanya 12rb. Cek paketnya di *123# / myXL Postpaid. PS008A,2
Aktifkan TALKMANIA di *999# atau MyTsel & Raih MOTOR. Dpt 1700min sesama TelkomselHarga mulai 34rb/7hr. Info: tsel.me/pstbcr Lancarkan aktifitasmu #DiRumahAja,2
Aktivitas lancar dgn kuota lebih besar! Upgrade ke myPRIO Gold X DISKON 50% jd Rp75.000 (normal Rp150rb). Yuk ganti Plan di myXL Postpaid. S&K berlaku. UP105A,2
Aktivitas tetap lancar dgn Kuota Besar! Upgrade ke myPRIO Gold 20GB DISKON 15% jd Rp127.500 (normal 150rb). Yuk ganti plan di myXL Postpaid atau *123#. UP082A,2
"Aku ada spagetti, tp usah kaldaluarsa belum yah",0
Aku bawa daging yg dah direbus gapapa? Yg mentah tinggal tulang2an wkwk,0
Aku besok dtg agak telat jam 8 boleh ngga? Kan jam 10 ya mulainya?,0
"aku delete aja ya, ntar nama1 pull dulu atau sync dulu, ntar masukin yang nama1 , baru push.",0
Aku depan pasca skrng,0
Aku di pt. DI,0
Aku dy wkwk makanya kurang direstui jg krna kejauhan,0
"Aku ga enak euy bilang ke adiknya, adiknya pengen ke pvj nama1  :(",0
Aku ga ke upi sepertinya,0
"Aku ingin pagi, tp masa berdua nama1 doang pake grab :( nunggu nama1 siang :(",0
Aku jg blm berangkt wkwk,0
Aku jg di rumah lg ga ada apa2 gara2 kulkas rusak :( biasanya suka nyetok sayur,0
"Aku jg waktu itu foto tgl 17 juli, katanya selesai 29 agustus :(",0
aku kira bukan besoook :'(,0
"Aku kumpul pon dulu dy, kalo haris kerjanya dari sore mo pacaran dulu dy",0
Aku mah plg kerumah ketemu ayah mama cukup kok :'),0
"Aku mah sering ditinggal jualan, jd mau marah juga ntar alesannya ""duit kan buat km juga"", diem lgsg haha",0
Aku mau bawa balon sm coklat min. Mau nitip?,0
Aku mau nyari data yang dibutuhin dari tabel mana aja.,0
Aku may makan,0
"Aku merasa geleh sendiiri ini lipstik aku merah sekali wkkw, mana dapet dikasih ini jg",0
"aku push yang updatenya, itu udah di template sama adminLTE.",0
Aku senin udah ke tempat kerja. Minggu2 depan aku gaktau bisa/ngga :(,0
Aku teh cuma bawa celana jeans yg tua tp jilbabnya yg muda -_-,0
"Alhamdulillah, makasih yaaa udah meluangkan waktu ??",0
"Alhamdulillah, puji syukur atas nikmat Allah swt. yang telah memberikan nikmat hidup sampai detik ini sehingga saya masih bisa untuk mengevaluasi diri. Selama itu tentu saya menyadari banyak melakukan kekhilafan dan kesalahan.",0
"Alhamdullilah sudah beres semua :)  Bagi yang mau keluar dari group dipersilahkan, tapi silahkan juga kalau ada yg mau memanfaatkan group ini untuk diskusi dengan topik terkait untuk skripsi/gemastik/kerjaan.",0
AMANLIMIT TINGGIBISA DICICLPINJAMAN CEPAT CAIRAMAN CEPAT TERDAFTAR OJK MINAT WA.KAMI 085231193366,1
Ambil bonus harianmu di *600# (Bebas Pulsa). Dptkan gratis nelpon atau internetan dan promo lainnya sesuai hobimu!,2
Ambil THR Harian Mu dri Rejeki Harian di *500*70*1# skrng! Raih Uang Tunai Total Rp30JT hari ini! (Rp2rb/3x/mg),2
Anda akan berhenti berlangganan Paket Flash. Ketik FLASH<spasi>YA jika setuju. Tunggu SMS konfirmasi penonaktifan Paket Anda,2
Anda akan berlangganan paket Rp. 10000 utk 150 MB 2G/3G + 250 MB 3G/90hari. Jika setuju balas FLASH<spasi>YA kirim ke 3636 utk melanjutkan. Paket diperpanjang pada akhir masa aktif dengan tarif sesuai lokasi Anda. Tunggu SMS konfirmasi sblm pemakaian. Info zona dan detail tarif lihat di Tsel.me/internet,2
"Anda akan membeli Paket Gampang Internetan Rp.1250 utk Chatting Sepuasnya (BBM, WhatsApp dan Line)/1 hari.Jika setuju balas FLASH<spasi>YA kirim ke 3636 utk melanjutkan.Tunggu SMS konfirmasi sblm pemakaian.Info detail tariff lihat di Tsel.me/internet ",2
"Anda akan menerima setting ponsel, agar ponsel Anda dapat mengakses internet dan berkirim foto/MMS. Jika Anda setuju balas pesan ini (gratis) dengan ketik Y.",2
Anda akan mengaktifkan Paket BBM Gratis berlaku 30 hari dari pertama kali aktivasi. Ketik FLASH (spasi) YA untuk melanjutkan,2
Anda belum melunasi Paket Darurat Rp7000. Mohon segera melakukan pengisian pulsa pembayaran akan dilakukan secara otomatis.,2
Anda belum melunasi pembayaran Paket Darurat. Mohon segera lakukan pengisian pulsa pembayaran akan dilakukan secara otomatis. Abaikan jika sdh bayar. (10c),2
Anda belum melunasi pembayaran Paket Darurat. Mohon segera lakukan pengisian pulsa pembayaran akan dilakukan secara otomatis. Abaikan jika sdh bayar. (11c),2
Anda belum melunasi pembayaran Paket Darurat. Mohon segera melakukan pengisian pulsa pembayaran akan dilakukan secara otomatis. Abaikan jika sudah membayar.,2
Anda belum mendapat KUOTA 2 GB. Lakukan pembelian di Google Play pakai pulsa Telkomsel mulai Rp 200rb. Promo sd 31 Oct 19. Info 188,2
Anda belum mendapat KUOTA 2 GB. Lakukan pembelian di Google Play pakai pulsa Telkomsel mulai Rp 300rb. Promo sd 31 Aug 19. Info 188,2
Anda berkesempatan mengikuti Program Jajan Online berhadiah Samsung Galaxy Note 10 dan hadiah lainnya. Balas SMS ini dgn ketik JANOL. Info lengkap tsel.me/FJO2,2
Anda brminat cash&kredit mtor scond brg istmwa tipe&merk apa sj.dsini mnyediakn 50 unit dr thn 2004 keatas hub 087739124242/085743146233 MS DEDIKTP luar yk bs.,1
Anda harus giat kerja mencari nafkah tetapi jangan bawa virus ke orang rumah. Selalu jaga jarak pakai masker dan sering cuci tangan pakai sabun. Covid19.go.id,2
Anda Masih Memiliki +1000 KOIN PULSA & Paket Chat Sepuasnya. Silakan Hub *500*10# untuk SEGERA Ambil KOIN Bisa Ditukar Pulsa!(2200/2hr),2
Anda Masih Memiliki DISKON PULSA dan BONUS +1000 KOIN. Silakan Hub *500*30*1#  untuk SEGERA Ambil. Jangan Sampai Hangus!(2200/2hr),2
Anda Masih Memiliki DISKON PULSA dan BONUS +1000 KOIN. Silakan Hub *500*30#  untuk SEGERA Ambil. Jangan Sampai Hangus!(2200/2hr),2
ANDA MAU MENANG TOGEL 100% Tembus pasang shio 7 tunggal angka 07.31.19.43....ingat maharnya pulsa 100rb dikirim ke no 0823...xxx khusus putaran SGP SENIN,1
Anda mempunyai 3 pesan suara dari 083139195872; untuk mendengarkan pesan suara anda silahkan tekan *886*10000*083139195872# tekan OK/YA. Bebas biaya. Terima kasih,1
Anda mendapatkan 10 POIN dari isi ulang pulsa 100000.Mau menang Mercy Emas dll dgn 1 POIN? Bls SMS ini ketik HADIAH sblm expired di 31Des20.SKB,2
Anda mendapatkan 11 POIN dari isi ulang pulsa 110000.Cari tau informasi menarik dari Telkomsel POIN di tsel.me/POIN dan follow ig @telkomselpoin,2
Anda mendapatkan 14 POIN dari isi ulang pulsa 70000.Mau SAMSUNG J6+ cuma 1POIN untuk dftar? Bls SMS ini ketik LELANG sblm expired di 31Des20.SKB,2
Anda mendapatkan 15 POIN dari isi ulang pulsa 150000. Cari tau informasi menarik dari Telkomsel POIN di tsel.me/POIN dan follow ig @telkomselpoin,2
Anda mendapatkan 1 kupon dalam program Kartu As BIBER (Beli Internet Berhadiah). Cek total kupon maksimal 1x24 jam dari skrg di *100*123#. Info lengkap hub:188,2
